ID,hcscore,year,Codable,Rand_ord,gender,race,education,pwb_pmean,pwb_pmc,pwb_z,neur,extra,consc,agree,open,neur_z,extra_z,consc_z,agree_z,open_z,lgs_m,lgs._t,iwah_a,iwah_c,iwah_w,iwah_m,income,psm_m,ag_m,con_m,ext_m,neuro_m,open_m
8,4,1,1,0.659260363,1,2,3,3.978835979,0.354497354,-0.828701023,3.222222222,3.916666667,4.138888889,3.5,3.333333333,1.42836051,0.950734632,0.456110096,-1.008779925,-0.334406039,2.35,47,NA,NA,NA,NA,1,3.83333333,3.58333333,4.33333333,4.33333333,3.16666667,3.41666667
8,4,2,1,0.284622321,1,NA,NA,3.978835979,0.187830688,-1.074301267,3.222222222,3.916666667,4.138888889,3.5,3.333333333,1.42836051,0.950734632,0.456110096,-1.008779925,-0.334406039,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
8,4,3,1,0.535999737,1,NA,NA,3.978835979,-0.145502646,-1.565501755,3.222222222,3.916666667,4.138888889,3.5,3.333333333,1.42836051,0.950734632,0.456110096,-1.008779925,-0.334406039,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
8,4,4,1,0.43028138,1,NA,NA,3.978835979,-0.35978836,-1.881273498,3.222222222,3.916666667,4.138888889,3.5,3.333333333,1.42836051,0.950734632,0.456110096,-1.008779925,-0.334406039,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
8,4,5,1,0.912554796,1,NA,NA,3.978835979,0.283068783,-0.93395827,3.222222222,3.916666667,4.138888889,3.5,3.333333333,1.42836051,0.950734632,0.456110096,-1.008779925,-0.334406039,2.25,45,NA,NA,NA,NA,1,NA,3.66666667,4,3.58333333,3.33333333,3.16666667
8,4,6,1,0.732829496,1,NA,NA,3.978835979,-0.216931217,-1.670759003,3.222222222,3.916666667,4.138888889,3.5,3.333333333,1.42836051,0.950734632,0.456110096,-1.008779925,-0.334406039,NA,NA,2.666666667,2.222222222,2.555555556,2.481481481,1,NA,NA,NA,NA,NA,NA
8,4,7,1,0.627893789,1,NA,NA,3.978835979,-0.193121693,-1.635673254,3.222222222,3.916666667,4.138888889,3.5,3.333333333,1.42836051,0.950734632,0.456110096,-1.008779925,-0.334406039,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
8,4,8,1,0.50761622,1,NA,NA,3.978835979,0.044973545,-1.284815762,3.222222222,3.916666667,4.138888889,3.5,3.333333333,1.42836051,0.950734632,0.456110096,-1.008779925,-0.334406039,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
8,4,9,1,0.715765036,1,NA,NA,3.978835979,0.044973545,-1.284815762,3.222222222,3.916666667,4.138888889,3.5,3.333333333,1.42836051,0.950734632,0.456110096,-1.008779925,-0.334406039,2.55,51,NA,NA,NA,NA,1,NA,3.25,4.08333333,3.83333333,3.16666667,3.41666667
9,1,1,1,0.782832733,1,1,2,4.801587302,0.365079365,0.399300198,2.388888889,3.805555556,3.916666667,3.833333333,2.888888889,0.123266926,0.723642486,0.039672477,-0.225867759,-1.281218348,2.25,45,NA,NA,NA,NA,3,3.58333333,4,4.25,3.91666667,2.08333333,2.75
